ID,Name,CAS,SMILES
T2916,Patchouli alcohol,5986-55-0,C[C@H]1CC[C@@]2(O)C(C)(C)[C@@H]3CC[C@@]2(C)[C@H]1C3
T2915,Bardoxolone,218600-44-3,C[C@@]12CC[C@]3(CCC(C[C@H]3[C@H]1C(=O)C=C1[C@]2(CC[C@@H]2[C@@]1(C=C(C(=O)C2(C)C)C#N)C)C)(C)C)C(=O)O
T2914,Melibiose,585-99-9,OC[C@H]1O[C@H](OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O
T2913,Schisantherin A,58546-56-8,C[C@@]1([C@H](Cc2cc3c(c(c2c2c(cc(c(c2OC)OC)OC)[C@@H]1OC(=O)c1ccccc1)OC)OCO3)C)O
T2912,Ergosterol,57-87-4,CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]1C2=CC=C2[C@@]1(CC[C@@H](C2)O)C)C
T2911,Stevioside,57817-89-7,C[C@@]12CCC[C@](C)([C@H]1CC[C@@]13CC(=C)[C@@](C1)(CC[C@@H]23)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(=O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
T2909,Fraxetin,574-84-5,COc1c(c(c2c(c1)ccc(=O)o2)O)O
T2908,Palmitic acid,57-10-3,CCCCCCCCCCCCCCCC(=O)O
T2907,Tanshinone I,568-73-0,Cc1cccc2c1ccc1c2C(=O)C(=O)c2c1occ2C
T2906,Tanshinone IIA,568-72-9,Cc1coc-2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C
T2904,Sclareolide,564-20-5,C[C@]12CCCC([C@@H]1CC[C@@]1([C@@H]2CC(=O)O1)C)(C)C
T2902,Costunolide,553-21-9,C\C1=C/CC\C(C)=C\[C@H]2OC(=O)C(=C)[C@@H]2CC1
T2901,Daidzin,552-66-9,c1cc(ccc1c1coc2c(c1=O)ccc(c2)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O
T2900,Paeonol,552-41-0,COc1ccc(C(C)=O)c(O)c1
T2899,Liquiritin,551-15-5,C1[C@H](Oc2c(C1=O)ccc(c2)O)c1ccc(cc1)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O
T2898,Andrographolide,5508-58-7,C[C@@]1(CO)[C@H](O)CC[C@@]2(C)[C@H](C\C=C3/[C@H](O)COC3=O)C(=C)CC[C@H]12
T2897,(¡À)-Shikonin,54952-43-1,C\C(C)=C\CC(O)C1=CC(=O)c2c(O)ccc(O)c2C1=O
T2896,Helenine,546-43-0,C[C@H]1CCC[C@]2(C)C[C@H]3OC(=O)C(=C)[C@H]3C=C12
T2895,Lupeol,545-47-1,[C@H]12[C@@](CC[C@]3([C@@]4(CC[C@H]5C([C@H](CC[C@@]5([C@H]4CC[C@H]13)C)O)(C)C)C)C)(CC[C@H]2C(=C)C)C
T2892,Nicotine,54-11-5,CN1CCC[C@H]1C2=CN=CC=C2
T2891,Monoammonium glycyrrhizinate,53956-04-0,N.C[C@]12CC[C@@](C)(C[C@H]1C1=CC(=O)[C@@H]3[C@@]4(C)CC[C@H](O[C@H]5O[C@@H]([C@@H](O)[C@H](O)[C@H]5O[C@@H]5O[C@@H]([C@@H](O)[C@H](O)[C@H]5O)C(O)=O)C(O)=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(O)=O
T2890,Hordenine,539-15-1,CN(C)CCc1ccc(cc1)O
T2889,Isoferulic acid,537-73-5,COc1c(cc(cc1)/C=C/C(=O)O)O
T2888,Pterostilbene,537-42-8,COc1cc(cc(c1)/C=C/c1ccc(cc1)O)OC
T2887,Trigonelline,535-83-1,C[n+]1cccc(c1)C(=O)[O-]
T2885,Esculin,531-75-9,c1cc(=O)oc2cc(c(cc12)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O
T2883,Syringic acid,530-57-4,COc1cc(cc(c1O)OC)C(=O)O
T2882,Genistin,529-59-9,OC[C@H]1O[C@@H](Oc2cc(O)c3c(c2)occ(-c2ccc(O)cc2)c3=O)[C@H](O)[C@@H](O)[C@@H]1O
T2881,Hydroxyecdysone,5289-74-7,C1[C@@H]([C@@H](C[C@H]2C(=O)C=C3[C@@]4(CC[C@@H]([C@]4(CC[C@@H]3[C@@]12C)C)[C@](C)([C@@H](CCC(C)(C)O)O)O)O)O)O
T2879,Fisetin,528-48-3,c1cc(c(cc1c1c(c(=O)c2c(o1)cc(cc2)O)O)O)O
T2878,Ginsenoside Rd,52705-93-8,C\C(C)=C/CC[C@](C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@@]21C
T2875,Isopsoralen,523-50-2,c1cc2c(cco2)c2c1ccc(=O)o2
T2874,Tetrahydroberberine THB,522-97-4,COc1c(c2c(CC3c4cc5c(cc4CCN3C2)OCO5)cc1)OC
T2873,Ginsenoside Rg2,52286-74-5,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2O[C@H]2C[C@]3(C)[C@H](C[C@@H](O)[C@@H]4[C@H](CC[C@@]34C)[C@@](C)(O)CC\C=C(/C)C)[C@@]3(C)CC[C@H](O)C(C)(C)[C@H]23)[C@H](O)[C@H](O)[C@H]1O
T2872,Ginsenoside Re,52286-59-6,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2O[C@H]2C[C@]3(C)[C@H](C[C@@H](O)[C@@H]4[C@H](CC[C@@]34C)[C@](C)(CC\C=C(/C)C)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@]3(C)CC[C@H](O)C(C)(C)[C@H]23)[C@H](O)[C@H](O)[C@H]1O
T2871,Quercitrin,522-12-3,C[C@@H]1O[C@@H](Oc2c(oc3cc(O)cc(O)c3c2=O)-c2ccc(O)c(O)c2)[C@H](O)[C@H](O)[C@H]1O
T2870,(+)-Matrine,519-02-8,O=C1N2[C@@H]([C@@H]3[C@H]4N(CCC3)CCC[C@H]4C2)CCC1
T2869,Emodin,518-82-1,Cc1cc(c2c(c1)C(=O)c1cc(cc(c1C2=O)O)O)O
T2868,Evodiamine,518-17-2,CN1[C@@H]2c3c(CCN2C(=O)c2ccccc12)c1ccccc1[nH]3
T2867,Diosgenin,512-04-9,C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@]23C)O[C@]11CC[C@@H](C)CO1
T2866,Echinocystic acid,510-30-5,CC1(C)CC[C@@]2([C@H](O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1)C(O)=O
T2865,Oleanolic Acid,508-02-1,C[C@]12CC[C@@H](C([C@@H]1CC[C@@]1([C@@H]2CC=C2[C@]1(CC[C@@]1([C@H]2CC(CC1)(C)C)C(=O)O)C)C)(C)C)O
T2862,Phloretic acid,501-97-3,c1cc(ccc1CCC(=O)O)O
T2861,Tyrosol,501-94-0,c1cc(ccc1CCO)O
T2860,Vanillyl Alcohol,498-00-0,COc1c(O)ccc(CO)c1
T2859,Biochanin A,491-80-5,COc1ccc(cc1)c1coc2cc(O)cc(O)c2c1=O
T2858,Baicalein,491-67-8,c1ccc(cc1)c1cc(=O)c2c(c(c(cc2o1)O)O)O
T2857,Gentisic acid,490-79-9,c1cc(c(cc1O)C(=O)O)O
T2856,Epicatechin,490-46-0,C1[C@H]([C@H](Oc2cc(cc(c12)O)O)c1cc(c(cc1)O)O)O
T2855,Icariin,489-32-7,COc1ccc(cc1)-c1oc2c(C\C=C(\C)C)c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c2c(=O)c1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O
T2854,Forsythin,487-41-2,[C@@H]1([C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)Oc1c(cc(cc1)[C@H]1OC[C@H]2[C@@H]1CO[C@H]2c1cc(c(cc1)OC)OC)OC
T2853,Curcumol,4871-97-0,C1C[C@@H]([C@@]23C[C@H]([C@@](CC(=C)[C@H]12)(O3)O)C(C)C)C
T2852,Citropten,487-06-9,COC1=CC(OC)=C2C=CC(=O)OC2=C1
T2851,Daphnetin,486-35-1,c1cc(c(c2c1ccc(=O)o2)O)O
T2850,(+)-Bicuculline,485-49-4,CN1CCc2cc3OCOc3cc2[C@H]1[C@@H]1OC(=O)c2c1ccc1OCOc21
T2848,Osthole,484-12-8,COc1ccc2ccc(=O)oc2c1C\C=C(\C)C
T2847,Indigo,482-89-3,O=C1c2ccccc2N\C1=C1\Nc2ccccc2C1=O
T2846,Isoimperatorin,482-45-1,CC(=CCOc1c2ccc(=O)oc2cc2c1cco2)C
T2845,Imperatorin,482-44-0,c1(=O)ccc2c(o1)c(c1c(c2)cco1)OCC=C(C)C
T2844,Hyperoside,482-36-0,c1cc(c(cc1c1c(c(=O)c2c(cc(cc2o1)O)O)O[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)O)O
T2843,Aloe-emodin,481-72-1,OCc1cc(O)c2C(=O)c3c(cccc3O)C(=O)c2c1
T2842,Tangeretin,481-53-8,COC1=CC=C(C=C1)C1=CC(=O)C2=C(O1)C(OC)=C(OC)C(OC)=C2OC
T2841,Plumbagin,481-42-5,CC1=CC(=O)c2c(O)cccc2C1=O
T2840,Phloracetophenone,480-66-0,CC(=O)c1c(cc(cc1O)O)O
T2839,Orsellinic acid,480-64-8,Cc1cc(cc(c1C(=O)O)O)O
T2838,Naringenin,480-41-1,C1[C@H](Oc2cc(cc(c2C1=O)O)O)c1ccc(cc1)O
T2837,Chrysin,480-40-0,Oc1cc(O)c2c(=O)cc(oc2c1)c1ccccc1
T2836,Isorhamnetin,480-19-3,COc1c(ccc(c1)c1c(c(=O)c2c(cc(cc2o1)O)O)O)O
T2835,Morin,480-16-0,Oc1cc(O)c2c(=O)c(O)c(c3c(O)cc(O)cc3)oc2c1
T2834,Nobiletin,478-01-3,COc1c(cc(cc1)c1cc(=O)c2c(o1)c(c(c(c2OC)OC)OC)OC)OC
T2833,Dehydrocostus Lactone,477-43-0,C=C1CC[C@@H]2[C@H]1[C@H]1OC(=O)C(=C)[C@@H]1CCC2=C
T2832,S-Isocorydine(+),475-67-2,CN1CCc2cc(c(c3c2[C@@H]1Cc1c3c(c(cc1)OC)O)OC)OC
T2830,Betulinic acid,472-15-1,[C@H]12[C@@](CC[C@]3([C@@]4(CC[C@H]5C([C@H](CC[C@@]5([C@H]4CC[C@H]13)C)O)(C)C)C)C)(CC[C@H]2C(=C)C)C(=O)O
T2829,Isoalantolactone,470-17-7,C[C@]12CCCC(=C)[C@@H]1C[C@H]1[C@@H](C2)OC(=O)C1=C
T2828,Spiculisporic Acid,469-77-2,CCCCCCCCCCC(C(O)=O)C1(CCC(=O)O1)C(O)=O
T2827,Asiatic acid,464-92-6,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(CC[C@@H]3[C@@]4(C[C@H]([C@@H]([C@@]3(C)CO)O)O)C)C)[C@@H]2[C@H]1C)C)C(=O)O
T2826,Asarylaldehyde,4460-86-0,COc1cc(c(cc1C=O)OC)OC
T2825,Cyclopamine,4449-51-8,C[C@@H]1[C@@H]2NC[C@@H](C)C[C@H]2O[C@]11CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC2=C1C
T2824,Pedunculoside,42719-32-4,[C@]1([C@@H](CC[C@@]2(CC[C@]3([C@@]4(CC[C@H]5[C@]([C@H](CC[C@@]5([C@H]4CC=C3[C@H]12)C)O)(C)CO)C)C)C(=O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)C)(C)O
T2822,Ginsenoside Rb1,41753-43-9,C\C(C)=C/CC[C@](C)(O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@@]21C
T2821,Ethyl ferulate,4046-02-0,CCOC(=O)/C=C/c1cc(c(cc1)O)OC
T2820,Glycitin,40246-10-4,COc1c(cc2c(c1)c(=O)c(co2)c1ccc(cc1)O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O
T2818,Methyl Vanillate,3943-74-6,COC(=O)c1cc(OC)c(O)cc1
T2817,Picroside II,39012-20-9,[C@@H]1(OC(=O)c2cc(c(cc2)O)OC)[C@H]2[C@@](O2)(CO)[C@@H]2[C@H]1C=CO[C@H]2O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O
T2816,"7,8-Dihydroxyflavone",38183-03-8,c1ccc(cc1)c1cc(=O)c2c(o1)c(c(cc2)O)O
T2815,Puerarin,3681-99-0,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c1c(O)ccc2c1occ(-c1ccc(O)cc1)c2=O
T2814,Cryptotanshinone,35825-57-1,c12c(C(CCC1)(C)C)ccc1c2C(=O)C(=O)C2=C1OC[C@@H]2C
T2813,Madecassoside,34540-22-2,C[C@@H]1CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@H]5[C@H](O)C[C@@]34C)[C@@H]2[C@H]1C)C(=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O
T2811,Harmine hydrochloride,343-27-1,COc1ccc2c(c1)[nH]c1c2ccnc1C.Cl
T2810,(20S)-Protopanaxatriol,34080-08-5,C\C(C)=C/CC[C@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3[C@@H](O)C[C@@]21C
T2809,Fangchinoline,33889-68-8,COc1ccc2C[C@H]3N(C)CCc4cc(OC)c(O)c(Oc5cc6[C@H](Cc7ccc(Oc1c2)cc7)N(C)CCc6cc5OC)c34
T2808,Bilobalide,33570-04-6,C1(=O)O[C@H]2[C@@]3([C@]41[C@H](C[C@@]3(O)C(C)(C)C)OC(=O)C4)[C@H](C(=O)O2)O
T2807,Caffeic Acid,331-39-5,OC(=O)\C=C\c1ccc(O)c(O)c1
T2806,Lappaconitine,32854-75-4,CCN1C[C@@]2(CC[C@H](OC)[C@@]34[C@@H]5C[C@H]6[C@H](OC)[C@]5(O)[C@](O)(C[C@@H]6OC)[C@@H](C[C@H]23)C14)OC(=O)c1ccccc1NC(C)=O
T2805,Chlorogenic Acid,327-97-9,C1[C@H]([C@H]([C@@H](C[C@@]1(C(=O)O)O)OC(=O)/C=C/c1cc(c(cc1)O)O)O)O
T2804,Panaxtriol,32791-84-7,C[C@@]1(CCCC(O1)(C)C)[C@H]2CC[C@@]3([C@@H]2[C@@H](C[C@H]4[C@]3(C[C@H]([C@@H]5[C@@]4(CC[C@@H](C5(C)C)O)C)O)C)O)C
T2803,Monocrotaline,315-22-0,C[C@H]1C(=O)O[C@@H]2CCN3CC=C(COC(=O)[C@](C)(O)[C@]1(C)O)[C@H]23
T2801,Aristolochic Acid,313-67-7,COc1cccc2c3c4c(OCO4)cc(C(=O)O)c3c(cc12)[N+](=O)[O-]
T2800,L-Theanine,3081-61-6,C([C@@H](C(=O)O)N)CC(=O)NCC
T2799,(20S)-Protopanaxadiol,30636-90-9,C\C(C)=C/CC[C@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@@]21C
T2798,Esculetin,305-01-1,c1cc(=O)oc2cc(c(cc12)O)O
T2797,Harmaline,304-21-2,COC1=CC2=NC3=C(C)NCCC3=C2C=C1
T2795,Amygdalin,29883-15-6,c1ccc(cc1)[C@H](C#N)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O)O)O
T2794,Astilbin,29838-67-3,O1[C@@H](O[C@@H]2[C@H](Oc3c(C2=O)c(O)cc(O)c3)c2cc(O)c(O)cc2)[C@H](O)[C@H](O)[C@@H](O)[C@@H]1C
T2791,Pectolinarin,28978-02-1,COc1ccc(cc1)-c1cc(=O)c2c(O)c(OC)c(O[C@@H]3O[C@H](CO[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)cc2o1
T2790,Oridonin,28957-04-2,CC1(C)CC[C@H](O)[C@]23CO[C@](O)([C@@H](O)[C@H]12)[C@@]12[C@H](O)[C@@H](CC[C@@H]31)C(=C)C2=O
T2789,Scutellarin,27740-01-8,c1cc(ccc1c1cc(=O)c2c(c(c(cc2o1)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)C(=O)O)O)O)O)O)O)O
T2788,Baccatin III,27548-93-2,O([C@]12[C@@H]3[C@](C(=O)[C@H](OC(=O)C)C4=C([C@@H](O)C[C@@](O)([C@H]3OC(=O)c3ccccc3)C4(C)C)C)([C@@H](O)C[C@H]1OC2)C)C(=O)C
T2787,Picroside I,27409-30-9,OC[C@]12O[C@H]1[C@@H](O)[C@@H]1C=CO[C@@H](O[C@@H]3O[C@H](COC(=O)\C=C\c4ccccc4)[C@@H](O)[C@H](O)[C@H]3O)[C@H]21
T2786,Oxysophocarpine,26904-64-3,[N@+]12(CCC[C@@H]3[C@@H]4N(C[C@@H]([C@H]13)CCC2)C(=O)C=CC4)[O-]
T2785,7-Methoxy-4-methylcoumarin,2555-28-4,Cc1cc(=O)oc2c1ccc(c2)OC
T2784,Orsellinic acid ethyl ester,2524-37-0,CCOC(=O)c1c(cc(cc1C)O)O
T2783,Methyl?Dihydrojasmonate,24851-98-7,CCCCCC1C(CC(=O)OC)CCC1=O
T2782,Catharanthine,2468-21-5,CCC1=C[C@@H]2CN3CCc4c([nH]c5ccccc45)[C@@](C2)([C@@H]13)C(=O)OC
T2781,Sanguinarine,2447-54-3,C[n+]1c2c(c3ccc4c(c3c1)OCO4)ccc1cc3c(cc21)OCO3
T2780,Catalpol,2415-24-9,OC[C@H]1O[C@@H](O[C@@H]2OC=C[C@H]3[C@H](O)[C@@H]4O[C@]4(CO)[C@@H]23)[C@H](O)[C@@H](O)[C@@H]1O
T2778,(+)-Catechin Hydrate,225937-10-0,O.O[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1
T2777,Ginsenoside Rg1,22427-39-0,[C@@H]1([C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O[C@@H]1[C@H]2C([C@H](CC[C@@]2([C@@H]2[C@@](C1)([C@@]1(CC[C@@H]([C@H]1[C@@H](C2)O)[C@](C)(CCC=C(C)C)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)C)C)C)O)(C)C
T2775,Baicalin,21967-41-9,c1ccc(cc1)c1cc(=O)c2c(c(c(cc2o1)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)C(=O)O)O)O)O)O)O
T2774,Lycorine chloride,2188-68-3,Cl.O[C@H]1C=C2CCN3Cc4cc5OCOc5cc4[C@@H]([C@@H]23)[C@@H]1O
T2773,Vindoline,2182-14-1,CC[C@@]12C=CCN3CC[C@@]4([C@H]13)[C@@H](N(C)c1cc(OC)ccc41)[C@](O)([C@@H]2OC(C)=O)C(=O)OC
T2772,S-allyl-L-cysteine,21593-77-1,OC(=O)[C@@H](N)CSCC=C
T2771,Orcinol glucoside,21082-33-7,Cc1cc(O)cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1
T2770,Gentiopicrin,20831-76-9,C=C[C@H]1[C@@H](OC=C2C1=CCOC2=O)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O
T2768,Saikosaponin A,20736-09-8,C[C@H]1O[C@@H](O[C@H]2CC[C@@]3(C)[C@@H](CC[C@]4(C)[C@@H]3C=C[C@]35OC[C@@]6(CCC(C)(C)C[C@@H]36)[C@@H](O)C[C@@]45C)[C@]2(C)CO)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O
T2767,Neohesperidin Dihydrochalcone,20702-77-6,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1Oc1cc(c(c(c1)O)C(=O)CCc1cc(c(cc1)OC)O)O)CO)O)O)O)O)O
T2766,Arctiin,20362-31-6,COc1ccc(C[C@H]2COC(=O)[C@@H]2Cc2ccc(c(c2)OC)O[C@H]2[C@@H]([C@H]([C@@H]([C@@H](CO)O2)O)O)O)cc1OC
T2765,Rosmarinic acid,20283-92-5,c1cc(c(cc1C[C@H](C(=O)O)OC(=O)/C=C/c1cc(c(cc1)O)O)O)O
T2764,10-Hydroxycamptothecin,19685-09-7,CC[C@@]1(O)C(=O)OCc2c1cc1-c3nc4ccc(O)cc4cc3Cn1c2=O
T2763,Panaxadiol,19666-76-3,O[C@H]1[C@H]2[C@]([C@]3([C@@H]([C@@]4([C@@H](CC3)C([C@@H](O)CC4)(C)C)C)C1)C)(CC[C@@H]2[C@@]1(OC(CCC1)(C)C)C)C
T2762,Kasugamycin hydrochloride,19408-46-9,C[C@@H]1[C@H](C[C@@H]([C@H](O1)O[C@H]1[C@@H]([C@H]([C@H]([C@@H]([C@@H]1O)O)O)O)O)N)NC(=N)C(=O)O.Cl
T2761,Naringin dihydrochalcone,18916-17-1,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1Oc1cc(c(c(c1)O)C(=O)CCc1ccc(cc1)O)O)CO)O)O)O)O)O
T2759,Loganin,18524-94-2,C[C@H]1[C@H](C[C@H]2[C@@H]1[C@@H](OC=C2C(=O)OC)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O
T2758,Madecassic acid,18449-41-7,C[C@@H]1CC[C@@]2(CC[C@@]3(C(=CC[C@H]4[C@]3(C[C@H]([C@@H]3[C@@]4(C[C@H]([C@@H]([C@@]3(C)CO)O)O)C)O)C)[C@@H]2[C@H]1C)C)C(=O)O
T2757,Myricetrin,17912-87-7,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)Oc1c(=O)c2c(cc(cc2oc1c1cc(c(c(c1)O)O)O)O)O)O)O)O
T2756,Swertiamarin,17388-39-5,OC[C@H]1O[C@@H](O[C@@H]2OC=C3C(=O)OCC[C@@]3(O)[C@H]2C=C)[C@H](O)[C@@H](O)[C@@H]1O
T2755,Rhoifolin,17306-46-6,c1(cc(=O)c2c(cc(cc2o1)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O)O)c1ccc(cc1)O
T2754,Oxymatrine,16837-52-8,C1C[C@@H]2[C@H]3CCC[N+]4([C@H]3[C@@H](CCC4)CN2C(=O)C1)[O-]
T2751,Ginkgolide B,15291-77-7,C[C@@H]1C(=O)O[C@H]2[C@H](O)[C@@]34[C@H]5C[C@@H](C(C)(C)C)[C@@]33[C@@H](O)C(=O)O[C@H]3O[C@@]4(C(=O)O5)[C@@]12O
T2750,Ginkgolide C,15291-76-6,C[C@@H]1C(=O)O[C@H]2[C@H](O)[C@]34[C@@H]5OC(=O)[C@]3(O[C@@H]3OC(=O)[C@H](O)[C@]43[C@@H]([C@H]5O)C(C)(C)C)[C@@]12O
T2749,Ginkgolide A,15291-75-5,C[C@@H]1C(=O)O[C@H]2C[C@@]34[C@H]5C[C@@H](C(C)(C)C)[C@@]33[C@@H](O)C(=O)O[C@H]3O[C@@]4(C(=O)O5)[C@@]12O
T2746,Sophocarpine,145572-44-7,O=C1C=CC[C@@H]2[C@H]3CCCN4CCC[C@@H](CN12)[C@@H]34
T2745,Glycyrrhetinic acid,1449-05-4,CC1([C@@H]2CC[C@@]3([C@@H]([C@]2(CC[C@@H]1O)C)C(=O)C=C1[C@]3(CC[C@@]2([C@@H]1C[C@@](CC2)(C)C(=O)O)C)C)C)C
T2742,Aloin,1415-73-2,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)[C@H]1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc12
T2741,Glycyrrhizin,1405-86-3,C[C@]12CC[C@@](C)(C[C@H]1C1=CC(=O)[C@@H]3[C@@]4(C)CC[C@H](O[C@H]5O[C@@H]([C@@H](O)[C@H](O)[C@H]5O[C@@H]5O[C@@H]([C@@H](O)[C@H](O)[C@H]5O)C(O)=O)C(O)=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(O)=O
T2740,Cinnamic acid,140-10-3,c1ccc(cc1)/C=C/C(=O)O
T2739,Shikimic Acid,138-59-0,O[C@@H]1CC(=C[C@@H](O)[C@H]1O)C(O)=O
T2738,Dehydroandrographolide,134418-28-3,C[C@@]1(CO)[C@H](O)CC[C@@]2(C)[C@H](C\C=C3/C=COC3=O)C(=C)CC[C@H]12
T2737,Neohesperidin,13241-33-3,COc1ccc(cc1O)[C@@H]1CC(=O)c2c(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)cc2O1
T2735,5-Acetylsalicylic acid,13110-96-8,CC(=O)c1ccc(O)c(c1)C(O)=O
T2734,Sennoside B,128-57-4,OC[C@H]1O[C@@H](Oc2cccc3[C@H]([C@@H]4c5cccc(O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)c5C(=O)c5c(O)cc(cc45)C(O)=O)c4cc(cc(O)c4C(=O)c23)C(O)=O)[C@H](O)[C@@H](O)[C@@H]1O
T2733,Sarsasapogenin,126-19-2,O1[C@@H]2[C@@H]([C@@]3([C@H]([C@H]4[C@@H]([C@@]5([C@H](CC4)C[C@@H](O)CC5)C)CC3)C2)C)[C@@H]([C@@]21OC[C@H](CC2)C)C
T2732,(-)-Epicatechin gallate,1257-08-5,Oc1cc(O)c2C[C@@H](OC(=O)c3cc(O)c(O)c(O)c3)[C@H](Oc2c1)c1ccc(O)c(O)c1
T2731,Usnic Acid,125-46-2,Cc1c(c(c2c(c1O)C1(C(=CC(=O)C(C1=O)C(=O)C)O2)C)C(=O)C)O
T2730,Gossypol acetic acid,12542-36-8,c1(c(c(cc2c(c(c(c(c12)C=O)O)O)C(C)C)C)c1c(c2c(cc1C)c(c(c(c2C=O)O)O)C(C)C)O)O.C(=O)(O)C
